Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH,Rainfall,Crop
54,30,51,22.78257085689108,41.82550871489859,6.598504055805195,43.28569832932188,Pulses
89,65,74,25.97253040386415,80.74791205875846,6.419855616412761,201.9518991548942,Rice
86,41,66,19.522179408898072,44.49209645879964,6.67865927419904,59.85999142658599,Wheat
64,46,59,24.18925449504548,58.296918021362,6.362393899116633,84.8353010166826,Groundnut
105,77,100,27.72760523610219,89.51082631365513,6.18848348202552,192.44969795570623,Banana
107,89,86,28.930775259800654,71.34152954776854,6.624940705598767,147.28772710242615,Banana
101,69,68,25.499711844612627,57.554518948803384,6.8038777759508,121.12175229638521,Maize
93,41,67,27.21631922581379,79.94023897642498,6.265356281066241,165.44722189969733,Rice
68,62,46,27.53246220747451,45.44603709440599,6.8974304098188846,81.59470799955763,Groundnut
102,67,71,30.739583432710965,83.17847883820303,5.527095992503483,183.2958242899424,Rice
62,66,68,25.950489797004206,46.78542491792382,6.5694435177635,103.24762895081017,Groundnut
57,31,62,24.40441067399236,54.44533863711318,7.7113929362125715,109.8131918740195,Cotton
86,51,80,26.68949231582931,46.47980122213599,6.173850029900699,97.99444649465764,Cotton
102,60,58,21.841653344940628,87.52888151750588,6.142925563614253,255.59192027077643,Rice
84,59,50,23.891351501469387,77.59384816334534,6.090294942514808,190.20954612343144,Rice
116,45,69,25.441368419989182,81.52670049936805,6.329265787621438,247.454726519887,Sugarcane
73,46,69,28.920872679531847,59.707346244834696,6.942130905387629,70.92642832929499,Cotton
76,53,48,20.41634214660867,52.669564396522944,6.386831528149804,59.75492518509769,Wheat
73,65,65,28.806867614836627,63.824437152193084,6.619820627734578,137.58087131381717,Maize
60,49,43,24.980907535110056,41.3435079983142,6.4052480880276885,79.84789363879344,Groundnut
72,50,69,22.960259541246288,45.27367605269233,6.532996786741764,103.93107470754374,Cotton
71,52,64,19.942738501382713,51.46588756358801,7.257160444767443,78.3067051084317,Wheat
81,50,115,31.56478888303218,71.36499410708183,6.755618486054544,176.83514152644165,Banana
88,37,62,34.29029515880872,47.93298746104109,7.908173873079266,68.10007664527242,Cotton
40,65,43,25.398427789081936,43.24027755783169,6.8415296603100435,100.78447095887344,Groundnut
103,48,65,23.690847704404433,56.88767464088467,6.221848193361063,108.89554854247265,Maize
119,49,64,23.6960304985866,80.477557941855,7.199123818453469,219.46964708544266,Sugarcane
117,83,91,25.414608454100403,71.83164146653269,6.875970363193364,137.786422019465,Banana
71,69,55,23.729458358764084,54.644497728191226,7.209841721792174,96.11483566975022,Wheat
95,55,87,23.745020132887788,79.78849927286281,5.831814162729403,248.39684103956412,Banana
105,54,71,30.58362758773533,83.13120793539164,6.270863017691,206.79452305526294,Sugarcane
66,53,54,21.9742026724684,45.946980147451015,7.386594293064796,117.97407716157575,Wheat
58,47,59,15.823239219697124,39.10287370072312,6.783651864106753,78.67279903754934,Pulses
110,73,114,28.41015791005271,79.62123767688173,6.827497534784921,188.93446724253704,Banana
82,51,46,18.152903378306103,50.78982584750675,7.1860847472584455,72.31267520524489,Wheat
92,55,52,21.158631881823045,44.659189495072674,6.036601172334807,110.90692117306509,Wheat
92,62,97,34.086015477693444,85.9756647154733,6.996901165800006,165.59253600872233,Banana
108,65,89,21.375490026671454,76.72740927656844,6.2837787874517845,215.19533493400388,Banana
82,53,69,32.79232732537852,84.31106630468484,6.089108534470895,191.58984685451605,Rice
94,48,54,25.764899707395223,76.99118206732675,6.327380831797596,244.99611839502253,Sugarcane
116,50,45,34.73495772620122,82.10497445328758,6.901197669663297,240.37239671752707,Sugarcane
84,46,59,15.64986409482894,48.03160472850975,7.256738602924868,66.13984370635133,Wheat
79,50,41,22.609087337894994,50.73463874853227,6.948724315579991,137.8343987055776,Maize
84,61,62,33.25678827445138,83.19380707988032,7.492361733969653,167.38952492194872,Sugarcane
94,57,57,21.960206180537924,43.0779181267971,7.223749687485927,65.71084002856625,Wheat
68,54,64,25.929399348417032,51.60172415675622,6.091486837397754,102.64765175782281,Groundnut
97,68,48,18.53251996239884,67.04387066694015,5.842506842102254,103.03359557589097,Maize
84,50,73,26.12679819606048,77.45377034024628,5.759753783760326,258.51301705328774,Rice
77,45,44,17.201832019498113,53.66517527319192,6.11419628923545,109.5844839834138,Wheat
52,69,68,29.0651371944458,51.426378838391486,6.662112010106565,82.62673447984395,Groundnut
112,45,63,31.961390324103924,76.46129586646063,7.275872593641363,236.72942009598023,Sugarcane
92,64,75,29.279170673227764,85.05433279115283,5.6586051052930735,282.1306138798393,Rice
90,62,49,16.28869867473445,46.70237708518284,7.115262384437411,61.253192723381574,Wheat
51,43,72,28.104548272651705,40.127717434336674,6.574076266349826,97.01561510254453,Cotton
96,79,70,25.650430429801983,70.1814480930545,6.3186794204998415,169.2673077139787,Rice
99,46,49,23.186889406710147,66.80243005482438,6.270581453734236,92.56481263966833,Maize
108,61,43,22.606302129613503,79.27135271352475,7.420946832384507,166.63775869322723,Sugarcane
71,46,69,27.63003443809124,41.158409211175965,6.149388835515708,111.14487955191886,Cotton
108,61,115,29.713604651028614,81.88791718457091,6.075418390608433,128.53139879462168,Banana
85,54,71,31.556111267116897,83.6659075321301,5.9459027063767484,191.04399994224988,Rice
83,56,74,26.770805364945133,64.09059552979173,7.192214323124894,219.36822257814885,Sugarcane
81,31,74,30.526990229045985,53.0902242856227,6.546519053996419,117.05181373502462,Cotton
77,58,80,33.73334315326946,57.14720184184998,7.929040944540417,105.60564470628583,Cotton
82,66,40,24.81114110657191,78.11056681535293,7.118755518046447,170.03591435487127,Sugarcane
104,63,51,28.441254295150742,79.43064920205026,6.043232805789958,173.88686074188968,Rice
96,68,47,31.563827669660782,86.89566456233776,6.2610239909429986,243.93304824471232,Rice
51,60,63,29.20847847815687,52.33300629041476,6.796537290976176,78.891341090753,Groundnut
86,66,99,26.45458842349194,74.01049453400674,6.237391820112156,128.34716181976742,Banana
81,73,87,24.65542938385361,79.10440298163603,5.517430809862151,129.41809541329266,Banana
57,53,54,26.000205481193035,45.833251574186065,6.694981886126542,101.60734383135227,Groundnut
87,60,101,31.237424586519246,72.91844148070291,5.654188606738998,194.21758523974137,Banana
45,51,51,18.15524369878303,36.920331352896795,7.163707103689434,96.47425025394318,Pulses
81,72,72,33.238002287294,71.65017068880843,6.324514046896834,203.6702026392407,Rice
31,35,36,18.012886347934412,43.86387881645362,7.2321610920148,42.4710097167563,Pulses
89,40,88,30.890660170816616,40.63172289651284,7.872424492487379,63.118277019088346,Cotton
48,57,51,28.709691237460856,54.281738642648556,6.801728083069792,70.36701155256836,Groundnut
76,50,59,24.6360174311035,61.9495172526386,6.740599064102634,113.66326820142893,Maize
38,57,39,21.579108247343076,44.49653119748117,6.889917972465268,79.01765115240724,Pulses
98,75,47,33.077491684596815,78.67310667912778,5.543661657707361,174.2508816220204,Rice
97,68,101,24.984719380326634,80.84957271438735,6.2399152701756995,130.59844364181546,Banana
104,68,68,23.02079746401183,54.07156560684486,6.808542887532321,92.19353356047776,Maize
110,65,63,26.382400016721128,68.64837481367407,6.556558144476904,248.7649563736058,Sugarcane
57,56,58,25.786754085723935,48.77230838379181,6.725257660415137,79.20013648548218,Groundnut
74,41,43,19.217209268734553,45.536555944701036,6.888525492890043,113.86543419316837,Wheat
52,42,77,29.841843081295288,54.66226044830562,6.26313537025452,102.94949788092532,Cotton
69,62,49,22.375433249238775,59.42790188083279,6.180976952709489,101.26310560217475,Groundnut
93,63,78,25.388500540996485,74.82377128587319,6.245285808877534,189.10815366517608,Sugarcane
107,41,74,29.851049968119383,76.5038012844939,6.273473125686601,169.63104910775246,Rice
102,54,70,23.540756950196958,61.83741868325032,6.254636857631311,201.97739485560177,Sugarcane
71,69,48,19.308875236618057,44.9742854517526,6.925717479906045,99.47440518198121,Wheat
61,59,67,20.36671426933543,54.72804030131281,6.663804527621805,78.47785254498883,Groundnut
107,54,45,23.087618150551524,72.23839238795456,5.76974961151699,158.56302841339723,Rice
34,49,55,15.590153110027645,32.442198280200536,6.678298542425153,96.0325010516743,Pulses
112,56,53,30.323117987998934,69.93447471161002,6.71984562238811,218.5967735982984,Sugarcane
113,74,108,33.01877441780033,79.09479711267718,6.273394042868875,183.55005543339962,Banana
87,49,82,21.41963025821749,46.15859883182382,7.409361525473294,72.1112071273769,Cotton
37,47,50,16.408510736841276,43.452042364502525,6.665625328956857,92.08853526265032,Pulses
113,50,105,25.614451507096888,70.35031981724124,5.866220935633561,228.01403487442172,Banana
37,46,41,16.696647286148597,45.910207433928065,7.378016695490256,76.03657255277417,Pulses
45,43,50,25.00457275486361,41.543704734234964,6.522860500862956,49.55724671456831,Pulses
45,48,40,24.069079607228705,57.415069006745185,6.782385484058273,84.02097565920008,Groundnut
90,43,73,26.062104824765495,76.54066323126477,6.167593385563585,271.1768912911888,Rice
72,48,62,19.355833148129328,56.35668432350043,6.180313583055913,88.11423685725947,Wheat
100,54,40,25.49692302307097,77.9234538321851,6.195467206689862,208.28371519055185,Rice
112,71,74,23.409044408947274,71.46391847536887,6.103448593381378,250.23191978325244,Rice
61,53,48,18.797857801792297,57.26667299143651,6.778622677704327,83.54273143408116,Wheat
108,65,64,25.702934281787854,69.97056952242251,6.870258553840999,203.36025467268786,Sugarcane
40,45,52,27.1947860807414,44.36246152452989,7.433285543932402,41.0939549605817,Pulses
40,52,45,24.712120712319045,47.96061097899974,6.365223444864449,95.6220726877784,Pulses
33,50,42,20.274340308594518,32.02841656898433,6.728807638779489,55.40659406323048,Pulses
76,58,74,28.451642986746563,51.61864106525596,6.179252678309885,103.05814715451777,Cotton
72,43,65,16.218860933369477,43.622986990693605,7.021676780947474,62.70068433869389,Wheat
110,46,75,26.36791137794543,62.17597406469147,7.223622965256421,187.35096830383875,Sugarcane
92,62,61,32.287832891401855,82.1051615837102,6.342119657923399,171.20448399082267,Sugarcane
83,65,64,23.398613028667203,58.00046246796022,6.530132068954077,66.58093912821374,Wheat
83,57,63,32.33921477770517,70.59345634121907,7.001324848937205,159.5535313834668,Sugarcane
59,30,82,29.212518484456638,43.36028415489727,7.473747489888364,111.7678246525937,Cotton
50,46,51,15.354578790695045,42.83943000886532,6.910641054133171,72.8018447628442,Pulses
68,53,52,20.94476335186173,49.935337177183385,7.481678280322331,59.550782678971316,Wheat
97,42,78,30.867752770979273,60.39552729413956,6.511635036711331,231.87070571192328,Sugarcane
75,35,69,33.677347092615435,55.45245454898765,6.529790894473467,98.71739025154301,Cotton
52,38,67,26.13738510886721,46.87120949551408,7.234311566791294,86.54459618884017,Cotton
51,57,64,21.979042479932076,52.80336447656332,6.54229487300037,95.56871949920536,Cotton
72,61,45,18.6280665094381,57.56952846971738,6.2355331262151905,149.683634349298,Maize
59,49,37,23.70712510075012,31.77534788215537,7.44249860393222,78.09760273546199,Pulses
54,52,45,21.14216779507806,38.45378226792379,7.23270966585163,40.074200785564564,Pulses
51,47,59,24.748865435062186,47.650525604880166,6.119829002017647,108.44987771768093,Groundnut
84,69,119,31.528997071827625,74.87313432127733,6.507337665419556,132.0807887693207,Banana
97,57,118,32.9702928805031,82.16972825319583,6.2602576477307235,140.70952268046744,Banana
93,43,72,23.410359501441484,68.54186254742302,6.571364288266481,184.63217685890035,Sugarcane
88,40,50,32.37929162349345,75.59407076942958,6.442387019102233,281.0004992585772,Rice
114,71,94,34.88237022234969,87.02849915490191,5.812765771536004,240.9773779037091,Banana
97,57,52,18.806232934765802,57.55948640890139,7.302085035161175,106.41477800823348,Wheat
46,59,53,20.809192830512522,48.05960357530323,6.173524514986509,91.69706533414771,Groundnut
73,59,57,21.40972077345332,56.44961127268722,6.198787009112773,110.34101375908358,Wheat
80,43,60,29.487541128513683,55.29619601805991,6.3496772545208255,90.15396458780654,Cotton
85,64,52,25.51301633437297,71.36344618770987,5.525811906949487,170.2749433732234,Rice
61,57,72,34.11028843437125,57.52210385196085,6.555505247498522,111.08691825307592,Cotton
68,50,69,26.02553163842865,47.29596438289059,6.386460841159147,83.86646544073295,Groundnut
69,64,41,19.846015870188648,55.08507088687726,6.9292466271113815,70.81485337657872,Wheat
48,38,32,16.119447215056226,45.65392081488298,6.3980811137822915,50.66598327107489,Pulses
67,40,43,26.33189626013464,44.577892096932274,6.232645538562681,63.24815778713835,Groundnut
115,67,77,26.39125075835557,63.26775941850499,7.3299063228607,194.97846488213224,Sugarcane
114,46,66,26.211946287933905,80.68844738917186,7.100421570842103,226.93048936413396,Sugarcane
81,76,100,20.28788415234585,75.19626417490069,6.640434734683202,137.82426174476987,Banana
34,30,42,15.181811619658399,34.82402915199083,7.463810632365081,88.09222671297937,Pulses
111,43,56,21.64604298016255,73.69898722434232,6.681566001839942,234.4357082739616,Sugarcane
50,55,59,17.250729970409765,36.4935185378012,7.1060356160817,68.561087762126,Pulses
108,68,77,25.885905822927118,89.12444381297897,5.633145004178097,165.32242944863071,Rice
48,48,40,28.08883461636328,41.52833718876103,6.279367713934716,105.81913309026942,Groundnut
67,47,60,28.25132195928704,49.90904206921964,6.386348909848316,77.00746594518557,Groundnut
94,56,62,27.776120329178063,73.00338001634083,6.237433768721486,226.83328812190118,Rice
87,52,47,21.271880240687047,77.90808470156705,6.10812650399801,157.12567277652585,Sugarcane
56,44,59,27.37508359459007,47.06502817004128,6.296535581287655,70.98219378475098,Groundnut
48,36,48,17.77793351801202,33.48218670668169,6.147593474570096,79.61816318208028,Pulses
47,49,45,20.826176634592688,50.29315173147023,6.898900824006235,96.94909547383628,Groundnut
64,48,41,26.673503980464282,40.208553987948065,6.25541348468522,65.642797995195,Groundnut
104,49,60,21.878503556492408,79.48672219812428,5.6139566347143175,222.90232544663098,Rice
55,67,41,21.280957463662,46.765350119889966,6.92808364032605,63.476936710631115,Groundnut
119,53,64,22.455257021979524,75.47582615028213,6.428317532848577,251.39734133795332,Rice
90,42,65,27.791363267623407,67.22739992726872,6.815817206428333,144.32485735476882,Maize
80,52,69,19.6053949727414,56.83997105780123,7.092736015742419,104.35132125498072,Wheat
81,40,81,31.544622702787642,45.3866259660405,7.07911244099101,103.67683060384459,Cotton
88,60,54,15.918708877100446,59.30259484253993,6.7325911950974096,60.547327539691416,Wheat
62,51,70,31.614590155071525,54.868475721532185,7.223881010674662,66.35584275350958,Cotton
58,59,36,23.65759174931325,47.542768830228084,6.6507007683821575,49.650890437464774,Pulses
75,47,40,22.4171206151293,57.62901559350043,6.416853145873302,63.57677070874424,Wheat
49,41,50,23.10928930007554,54.84696101145018,6.8151183844803676,86.89869442046793,Groundnut
72,48,59,20.241591707261623,56.96095582261544,7.259945970423274,108.28763285429302,Wheat
93,83,99,24.903974245071186,72.97776100664889,5.958406323235322,233.96459903766606,Banana
83,54,43,30.831064073041055,82.15489451162686,6.889566501280176,189.15256981778293,Sugarcane
119,46,60,20.436070705159306,64.17212794637177,6.271978919888258,188.76735947503943,Sugarcane
86,43,68,29.63488288857841,71.29707188965936,6.079983787428131,234.22268819392855,Rice
73,31,89,32.26984599553077,45.39641440256429,7.650098820360125,89.89534093580721,Cotton
98,71,103,25.013574780440912,85.69793954222935,6.5615214021113735,222.51994540741282,Banana
58,55,52,21.47452526706284,46.56385507218623,6.434019366173875,55.31602578077703,Groundnut
77,56,74,34.976865159501294,58.66226662687116,7.285130399070383,85.27488319764433,Cotton
69,45,74,22.656706672927424,48.19809779392577,7.679604571271234,83.02997711598263,Cotton
105,55,44,22.76714379700459,77.24470883304576,5.834511288741933,153.92950627980971,Rice
109,45,56,33.944253843135265,85.65163879702676,5.55613610341621,277.90920298135666,Rice
64,68,44,19.809060007530697,48.70360798510713,7.406029941323797,99.42133053648172,Wheat
63,69,46,24.039133302603744,58.18780384016792,7.170319595145154,50.49204426695334,Wheat
110,59,63,27.080906512954975,70.26805252864331,5.782745689578762,156.68923625594422,Rice
107,56,114,24.13418508018418,85.74253205203208,6.962251979171668,168.25692220569977,Banana
39,54,42,19.0220853014327,33.12763608806896,7.279634435105476,42.79003518640393,Pulses
80,43,57,19.110956026007067,46.94686652517685,7.349750018530909,51.527637774284266,Wheat
50,59,63,25.601681834618418,58.73644924066184,6.0522578792860235,75.12759914444968,Groundnut
53,64,44,29.812970904972467,45.13060124888496,6.654174601474074,61.88585796558441,Groundnut
56,58,58,29.72005329631537,52.170545453929336,6.349506372086819,56.845747093276,Groundnut
63,49,64,23.50616057841138,51.2244557656505,6.78508636706155,58.033821030845225,Wheat
87,65,50,15.676683619000016,54.15670194459537,6.815307326013969,55.72077420227448,Wheat
113,50,89,22.486618102449135,88.91396294000565,6.774963057220993,206.9729038527841,Banana
75,55,58,21.50973467150954,50.90863738813811,6.093409658822829,85.87518541392322,Wheat
59,32,78,32.007894791376465,44.02727564271949,6.5172416697760776,69.88238120593775,Cotton
33,43,49,22.79078789255906,34.097625483014255,7.316745117228061,92.77491129709175,Pulses
63,56,88,27.317350818533832,59.6997931228175,7.5440249526199805,61.63004527353359,Cotton
82,47,72,25.8609254842042,85.96688376448657,5.871932667916865,217.75452288475242,Rice
